,graph_id,method,binary_prediction,true_label,probability_prediction_0,probability_prediction_1,probability_prediction_2
51,51,pagerank_w_mean_0.00,1,2,0.24298734640950864,0.4061430921949512,0.3508695613955401
52,52,pagerank_w_mean_0.00,1,1,0.3013311043674582,0.3586771930650947,0.3399917025674471
53,53,pagerank_w_mean_0.00,1,1,0.08801096942933699,0.46164946003274243,0.4503395705379207
54,54,pagerank_w_mean_0.00,1,1,0.1949093663212284,0.45259869097908306,0.35249194269968853
55,55,pagerank_w_mean_0.00,1,1,0.15569736378162716,0.4609934720821288,0.3833091641362441
56,56,pagerank_w_mean_0.00,1,2,0.2581870233984541,0.41337288877540157,0.32844008782614426
57,57,pagerank_w_mean_0.00,1,1,0.21768330146702533,0.3991275884526052,0.3831891100803695
58,58,pagerank_w_mean_0.00,0,1,0.3679024589843599,0.3445941535855032,0.2875033874301368
59,59,pagerank_w_mean_0.00,1,0,0.15004854772307208,0.45312225061698835,0.3968292016599396
60,60,pagerank_w_mean_0.00,1,1,0.2869760874563459,0.388224891266449,0.32479902127720517
61,61,pagerank_w_mean_0.00,1,2,0.2578319580302965,0.4063943285553138,0.3357737134143898
62,62,pagerank_w_mean_0.00,1,1,0.21947630731505746,0.41034985474433616,0.37017383794060643
63,63,pagerank_w_mean_0.00,1,1,0.29402854450691257,0.3756528600525334,0.330318595440554
64,64,pagerank_w_mean_0.00,1,0,0.34339242023775013,0.3582335212357954,0.2983740585264545
65,65,pagerank_w_mean_0.00,1,0,0.2703643121653319,0.40998440776727524,0.3196512800673928
66,66,pagerank_w_mean_0.00,1,2,0.17197285581285074,0.4319796896655221,0.39604745452162715
67,67,pagerank_w_mean_0.00,1,0,0.27259940581554976,0.40222801600070185,0.3251725781837484
68,68,pagerank_w_mean_0.00,1,1,0.23246696604413697,0.4266783153625209,0.3408547185933422
69,69,pagerank_w_mean_0.00,1,1,0.1911025589840492,0.43195757377070665,0.376939867245244
70,70,pagerank_w_mean_0.00,1,1,0.13148228010713067,0.46879752615683984,0.39972019373602946
71,71,pagerank_w_mean_0.00,1,2,0.18753112899931162,0.4465464484588944,0.36592242254179413
72,72,pagerank_w_mean_0.00,1,1,0.16701811624989255,0.45247708830472416,0.3805047954453834
73,73,pagerank_w_mean_0.00,1,0,0.29304205350771856,0.3900681830310269,0.3168897634612545
74,74,pagerank_w_mean_0.00,1,1,0.2454381647163842,0.4177226277837231,0.33683920749989266
75,75,pagerank_w_mean_0.00,1,1,0.14271538859881266,0.4542422272535142,0.403042384147673
76,76,pagerank_w_mean_0.00,1,2,0.29075676113569104,0.41632579085268345,0.2929174480116255
77,77,pagerank_w_mean_0.00,1,2,0.3279529828489957,0.39935844482556226,0.2726885723254421
78,78,pagerank_w_mean_0.00,1,0,0.15476043046569676,0.4518025141755922,0.39343705535871104
79,79,pagerank_w_mean_0.00,1,1,0.1141017366710243,0.47615675846689953,0.40974150486207617
80,80,pagerank_w_mean_0.00,1,2,0.13867890059380836,0.4440864953558928,0.41723460405029894
81,81,pagerank_w_mean_0.00,1,0,0.2138558856815359,0.43697496598121,0.349169148337254
82,82,pagerank_w_mean_0.00,1,1,0.23978240733319117,0.42091386161929917,0.3393037310475097
83,83,pagerank_w_mean_0.00,1,1,0.26184914771797535,0.3835640787938945,0.3545867734881302
84,84,pagerank_w_mean_0.00,0,0,0.3701585610770349,0.35145173328603524,0.2783897056369299
85,85,pagerank_w_mean_0.00,2,2,0.08364202642709485,0.4560004088890301,0.46035756468387506
86,86,pagerank_w_mean_0.00,0,1,0.46595214522891193,0.29315490060315214,0.240892954167936
87,87,pagerank_w_mean_0.00,1,2,0.17539078070032013,0.4480460500293392,0.3765631692703407
88,88,pagerank_w_mean_0.00,1,2,0.1370623259796228,0.4681232808839359,0.3948143931364413
89,89,pagerank_w_mean_0.00,1,1,0.1952080769711103,0.43294549543133903,0.3718464275975506
90,90,pagerank_w_mean_0.00,1,2,0.1159802527133409,0.4437402112844815,0.4402795360021778
91,91,pagerank_w_mean_0.00,1,2,0.08896092410546728,0.4569110025997433,0.45412807329478944
92,92,pagerank_w_mean_0.00,1,1,0.23168770514948447,0.42925660668201854,0.3390556881684971
93,93,pagerank_w_mean_0.00,1,2,0.2745277289651723,0.39792015603411235,0.32755211500071535
94,94,pagerank_w_mean_0.00,1,1,0.16774651190584888,0.4343856806036918,0.3978678074904594
95,95,pagerank_w_mean_0.00,1,1,0.18027600338999383,0.4359424552414588,0.3837815413685473
96,96,pagerank_w_mean_0.00,1,1,0.1328640576103213,0.4490100513979884,0.41812589099169034
97,97,pagerank_w_mean_0.00,1,1,0.32309322580473643,0.3770132720183667,0.2998935021768969
98,98,pagerank_w_mean_0.00,1,0,0.12723654529410947,0.46426460164050004,0.40849885306539047
99,99,pagerank_w_mean_0.00,0,0,0.4486383939536094,0.31457543304988117,0.23678617299650945
100,100,pagerank_w_mean_0.00,1,2,0.08373028811042199,0.46982171474918366,0.44644799714039435
101,101,pagerank_w_mean_0.00,1,1,0.10611290952367652,0.46681844841001086,0.4270686420663127
102,102,pagerank_w_mean_0.00,1,2,0.15782014396185118,0.4512139776979206,0.39096587834022817
103,103,pagerank_w_mean_0.00,0,2,0.47064732849444246,0.31806451957811716,0.2112881519274403
104,104,pagerank_w_mean_0.00,1,0,0.2372973718377143,0.4014561323613277,0.361246495800958
105,105,pagerank_w_mean_0.00,1,2,0.09663096852615737,0.4533352956636938,0.45003373581014877
106,106,pagerank_w_mean_0.00,1,1,0.20382052434327266,0.44191703425796797,0.3542624413987593
107,107,pagerank_w_mean_0.00,1,2,0.1557750939966259,0.45118175011951417,0.3930431558838599
108,108,pagerank_w_mean_0.00,1,1,0.10244037346244336,0.4643457034349768,0.4332139231025797
109,109,pagerank_w_mean_0.00,0,0,0.4659799891789082,0.3036818461219206,0.23033816469917107
110,110,pagerank_w_mean_0.00,1,2,0.1470025746183655,0.44821637907316925,0.4047810463084652
111,111,pagerank_w_mean_0.00,1,1,0.2759431211579883,0.3909496252627011,0.33310725357931054
112,112,pagerank_w_mean_0.00,1,2,0.17662338527636506,0.4275458937454991,0.3958307209781358
113,113,pagerank_w_mean_0.00,1,2,0.0840493795664324,0.4610384818953941,0.4549121385381734
114,114,pagerank_w_mean_0.00,1,1,0.14435837533203558,0.43426074842985185,0.4213808762381126
115,115,pagerank_w_mean_0.00,1,1,0.11703869730786422,0.47194929873353064,0.4110120039586052
116,116,pagerank_w_mean_0.00,1,1,0.09259243352905518,0.46096705466219406,0.4464405118087507
117,117,pagerank_w_mean_0.00,1,2,0.12750318916000897,0.44993074673825245,0.42256606410173875
118,118,pagerank_w_mean_0.00,1,2,0.1503118291775142,0.43819752587110267,0.41149064495138316
119,119,pagerank_w_mean_0.00,1,2,0.21984686954848978,0.4433489358865475,0.3368041945649626
120,120,pagerank_w_mean_0.00,1,1,0.18211571973844973,0.44336396590800536,0.374520314353545
121,121,pagerank_w_mean_0.00,1,2,0.27569764003111313,0.4126171943091254,0.31168516565976156
122,122,pagerank_w_mean_0.00,0,1,0.34896591771686913,0.34505040309370894,0.305983679189422
123,123,pagerank_w_mean_0.00,1,2,0.23889263094197793,0.4289349783677323,0.33217239069028975
124,124,pagerank_w_mean_0.00,0,1,0.3882175635703403,0.32877614197671357,0.2830062944529461
125,125,pagerank_w_mean_0.00,1,0,0.30286956712975127,0.3816373625675176,0.3154930703027311
126,126,pagerank_w_mean_0.00,0,0,0.37484410870751933,0.36820600835205847,0.25694988294042226
127,127,pagerank_w_mean_0.00,1,1,0.21059885324392905,0.4218294730916934,0.3675716736643777
128,128,pagerank_w_mean_0.00,1,1,0.21502603220019245,0.4177026810644936,0.36727128673531406
129,129,pagerank_w_mean_0.00,0,1,0.40117808467591526,0.3330889378230981,0.2657329775009867
130,130,pagerank_w_mean_0.00,1,0,0.12816483129088027,0.45191017952637624,0.41992498918274346
131,131,pagerank_w_mean_0.00,1,2,0.13483032342715937,0.457383630479154,0.4077860460936866
132,132,pagerank_w_mean_0.00,1,0,0.34850460553792884,0.37551990830481474,0.2759754861572565
133,133,pagerank_w_mean_0.00,1,1,0.21151957576575414,0.4421136606564899,0.346366763577756
134,134,pagerank_w_mean_0.00,1,1,0.14594348327929363,0.4419885007803119,0.41206801594039455
135,135,pagerank_w_mean_0.00,1,2,0.09677676706116894,0.4644657290413746,0.43875750389745644
136,136,pagerank_w_mean_0.00,1,1,0.21682211602506296,0.408243933273676,0.37493395070126107
137,137,pagerank_w_mean_0.00,1,2,0.20093590007094086,0.44303550848564255,0.35602859144341653
138,138,pagerank_w_mean_0.00,1,1,0.1753495303862485,0.4483075516970367,0.37634291791671487
139,139,pagerank_w_mean_0.00,1,1,0.12794574992123672,0.4666588932841616,0.40539535679460165
140,140,pagerank_w_mean_0.00,1,0,0.2685394304780329,0.4034527623848467,0.32800780713712036
141,141,pagerank_w_mean_0.00,1,1,0.14140648169617107,0.4571582457064031,0.40143527259742584
142,142,pagerank_w_mean_0.00,1,0,0.2674191345188436,0.40223042599739395,0.33035043948376247
143,143,pagerank_w_mean_0.00,1,2,0.22542268135134222,0.42234538962896645,0.35223192901969136
144,144,pagerank_w_mean_0.00,1,0,0.20198669220758067,0.42970820053154635,0.368305107260873
145,145,pagerank_w_mean_0.00,1,2,0.3412888037493037,0.3698711822829629,0.2888400139677334
146,146,pagerank_w_mean_0.00,1,1,0.15582443526623305,0.44166054433243274,0.40251502040133413
147,147,pagerank_w_mean_0.00,1,1,0.12069531506000657,0.4691263546015937,0.4101783303383996
148,148,pagerank_w_mean_0.00,1,1,0.23625792228691078,0.407629145450529,0.35611293226256024
149,149,pagerank_w_mean_0.00,1,1,0.1346245690100415,0.4386282732383726,0.4267471577515859
150,150,pagerank_w_mean_0.00,1,1,0.19445603117305932,0.43563718480103125,0.36990678402590954
151,151,pagerank_w_mean_0.00,1,0,0.24091598199805014,0.4034526774375451,0.3556313405644048
152,152,pagerank_w_mean_0.00,0,0,0.5148275571818212,0.28608240571835547,0.19909003709982334
153,153,pagerank_w_mean_0.00,1,2,0.09645673279491868,0.45201910467382633,0.45152416253125505
154,154,pagerank_w_mean_0.00,1,1,0.17749139593820418,0.4484741365208344,0.37403446754096126
155,155,pagerank_w_mean_0.00,1,2,0.29514949368342414,0.39780309098796496,0.30704741532861085
156,156,pagerank_w_mean_0.00,0,2,0.4085155074336886,0.34399754064545174,0.24748695192085973
157,157,pagerank_w_mean_0.00,1,1,0.1379371708808515,0.4705843109016538,0.39147851821749474
158,158,pagerank_w_mean_0.00,1,0,0.19006810564793583,0.4511725605085134,0.35875933384355074
159,159,pagerank_w_mean_0.00,1,1,0.32193742391560454,0.371008637598401,0.3070539384859943
160,160,pagerank_w_mean_0.00,1,1,0.1066354165582316,0.4706128707906377,0.42275171265113076
161,161,pagerank_w_mean_0.00,1,2,0.24646679825415588,0.4309367091437122,0.3225964926021319
162,162,pagerank_w_mean_0.00,1,1,0.1472556352425201,0.4419806979960337,0.4107636667614462
163,163,pagerank_w_mean_0.00,1,0,0.3464302031159408,0.37916253735757677,0.2744072595264823
164,164,pagerank_w_mean_0.00,0,2,0.4593835561404126,0.3292669546794105,0.21134948918017682
165,165,pagerank_w_mean_0.00,1,1,0.1331007580176759,0.47117881911019394,0.3957204228721302
166,166,pagerank_w_mean_0.00,1,2,0.18418442886291211,0.43889335867265417,0.3769222124644336
167,167,pagerank_w_mean_0.00,1,2,0.12757125878264375,0.44365022057391507,0.4287785206434412
168,168,pagerank_w_mean_0.00,1,2,0.20565420866170683,0.4635633198408046,0.3307824714974886
169,169,pagerank_w_mean_0.00,1,1,0.19521963290952943,0.4460013703036794,0.3587789967867912
170,170,pagerank_w_mean_0.00,1,2,0.31143212016725624,0.38339813104015225,0.3051697487925915
171,171,pagerank_w_mean_0.00,1,1,0.10541839279714421,0.4581168297440188,0.43646477745883694
172,172,pagerank_w_mean_0.00,1,1,0.07716047107953947,0.47784706509704167,0.44499246382341884
173,173,pagerank_w_mean_0.00,1,1,0.23170103303402703,0.42894688747214355,0.3393520794938294
174,174,pagerank_w_mean_0.00,1,2,0.10077184517606505,0.45328381792076894,0.445944336903166
175,175,pagerank_w_mean_0.00,0,1,0.4555170811689405,0.3111855264635362,0.23329739236752325
176,176,pagerank_w_mean_0.00,1,0,0.10281441628371611,0.4600241302045773,0.43716145351170665
177,177,pagerank_w_mean_0.00,1,1,0.12333905850202669,0.4757083614870524,0.4009525800109208
178,178,pagerank_w_mean_0.00,1,1,0.1470463839312992,0.46419924170595367,0.388754374362747
179,179,pagerank_w_mean_0.00,1,1,0.17438993871338948,0.45485859673776285,0.3707514645488477
180,180,pagerank_w_mean_0.00,1,1,0.21628757196904996,0.44157605878976064,0.34213636924118934
181,181,pagerank_w_mean_0.00,1,2,0.10716577653281173,0.46584673209810445,0.4269874913690838
182,182,pagerank_w_mean_0.00,1,2,0.13772825981987677,0.45175653326083587,0.41051520691928733
183,183,pagerank_w_mean_0.00,1,0,0.2756907474049835,0.40190590372853674,0.32240334886647976
184,184,pagerank_w_mean_0.00,1,0,0.26712423736154933,0.4028839135269297,0.3299918491115209
185,185,pagerank_w_mean_0.00,1,0,0.19921317642982705,0.42251742873979387,0.37826939483037914
186,186,pagerank_w_mean_0.00,1,0,0.2424112017608153,0.4386005488095468,0.3189882494296378
187,187,pagerank_w_mean_0.00,1,1,0.26188867368235946,0.3971772701594144,0.3409340561582261
188,188,pagerank_w_mean_0.00,1,1,0.11587982642233165,0.4754121426839823,0.40870803089368607
189,189,pagerank_w_mean_0.00,1,1,0.23268512418519252,0.4360187024101324,0.331296173404675
190,190,pagerank_w_mean_0.00,1,1,0.14022369151548678,0.4552504409089965,0.4045258675755167
191,191,pagerank_w_mean_0.00,1,1,0.3240082299657366,0.3702423566610448,0.30574941337321854
192,192,pagerank_w_mean_0.00,1,1,0.13715137857366141,0.46089087946961654,0.4019577419567221
193,193,pagerank_w_mean_0.00,1,1,0.12714416826504407,0.47135934152249254,0.4014964902124634
194,194,pagerank_w_mean_0.00,1,2,0.3460800395101737,0.38243595689585147,0.2714840035939748
195,195,pagerank_w_mean_0.00,1,0,0.13015519343490384,0.4647134477918756,0.4051313587732205
196,196,pagerank_w_mean_0.00,1,2,0.347108530467533,0.3936717726402201,0.259219696892247
197,197,pagerank_w_mean_0.00,1,2,0.2132067879545767,0.4176993331420556,0.3690938789033677
198,198,pagerank_w_mean_0.00,1,2,0.2585956690197592,0.40909811087556597,0.33230622010467475
199,199,pagerank_w_mean_0.00,1,2,0.20032518676714664,0.44277652474208706,0.3568982884907663
200,200,pagerank_w_mean_0.00,1,0,0.31934546660352436,0.37988779123592414,0.3007667421605514
201,201,pagerank_w_mean_0.00,1,2,0.27865294820966824,0.4027716713753582,0.3185753804149737
202,202,pagerank_w_mean_0.00,1,2,0.3098758341342562,0.3996676131613274,0.2904565527044165
203,203,pagerank_w_mean_0.00,1,2,0.27084722656178034,0.39886930107006047,0.33028347236815914
204,204,pagerank_w_mean_0.00,1,0,0.2115013490439988,0.43095069655033785,0.35754795440566345
205,205,pagerank_w_mean_0.00,1,2,0.09147542523346607,0.4547269209477916,0.45379765381874243
206,206,pagerank_w_mean_0.00,1,1,0.3249860192134789,0.3798790353138278,0.29513494547269337
207,207,pagerank_w_mean_0.00,0,1,0.3482487237918666,0.3345793796621234,0.31717189654601
208,208,pagerank_w_mean_0.00,1,1,0.2760933786816512,0.3963818444943537,0.3275247768239951
209,209,pagerank_w_mean_0.00,1,0,0.12799548541324263,0.45902168903656015,0.41298282555019733
210,210,pagerank_w_mean_0.00,1,1,0.27255029034542305,0.39158743124721057,0.3358622784073663
211,211,pagerank_w_mean_0.00,1,1,0.1806998297371845,0.4307138854394714,0.38858628482334406
212,212,pagerank_w_mean_0.00,1,1,0.10359176111126489,0.46786454221352736,0.42854369667520775
213,213,pagerank_w_mean_0.00,0,2,0.41511045003190117,0.3498486264793132,0.23504092348878566
214,214,pagerank_w_mean_0.00,1,0,0.13629170061691545,0.45800757585351265,0.4057007235295719
215,215,pagerank_w_mean_0.00,1,1,0.2805413027208225,0.38058113745409383,0.33887755982508355
216,216,pagerank_w_mean_0.00,1,2,0.10887579917697614,0.45443551215644307,0.4366886886665807
217,217,pagerank_w_mean_0.00,1,1,0.10251101980010358,0.47029302914651944,0.42719595105337693
218,218,pagerank_w_mean_0.00,1,1,0.18242167016245422,0.43157487881591444,0.38600345102163125
219,219,pagerank_w_mean_0.00,1,0,0.3387515677002816,0.3664910338051232,0.2947573984945951
220,220,pagerank_w_mean_0.00,0,0,0.439584422560698,0.3213266323406868,0.23908894509861514
221,221,pagerank_w_mean_0.00,1,1,0.3210186083669486,0.37798302411228757,0.30099836752076375
222,222,pagerank_w_mean_0.00,2,2,0.0746490273501977,0.4615630208182882,0.46378795183151394
223,223,pagerank_w_mean_0.00,1,1,0.11188954711584084,0.47082361637215076,0.41728683651200843
224,224,pagerank_w_mean_0.00,0,1,0.37309032629930156,0.3436660715025248,0.2832436021981737
225,225,pagerank_w_mean_0.00,1,1,0.09673536020145253,0.4823305044778723,0.4209341353206752
226,226,pagerank_w_mean_0.00,1,1,0.18695907020944905,0.4271525824782858,0.38588834731226507
227,227,pagerank_w_mean_0.00,1,2,0.06842116946385905,0.46661178304769924,0.46496704748844175
228,228,pagerank_w_mean_0.00,1,2,0.09396580763120621,0.4650416588946863,0.4409925334741075
229,229,pagerank_w_mean_0.00,1,0,0.2339057063302575,0.4406723477253947,0.3254219459443478
230,230,pagerank_w_mean_0.00,1,2,0.09400265930226143,0.4596446975120563,0.4463526431856822
231,231,pagerank_w_mean_0.00,1,2,0.13636702991803815,0.451852868282351,0.41178010179961083
232,232,pagerank_w_mean_0.00,1,0,0.14411169862274922,0.4442872862060137,0.4116010151712371
233,233,pagerank_w_mean_0.00,1,2,0.3065085646073221,0.3888630429635837,0.30462839242909423
234,234,pagerank_w_mean_0.00,1,2,0.11222739431906813,0.4665969946534038,0.42117561102752804
235,235,pagerank_w_mean_0.00,1,2,0.10247578830494544,0.45856328897098025,0.4389609227240743
236,236,pagerank_w_mean_0.00,1,2,0.17749219537595856,0.4305346090733296,0.3919731955507118
237,237,pagerank_w_mean_0.00,1,2,0.13322238924347826,0.443193965405517,0.42358364535100473
238,238,pagerank_w_mean_0.00,1,1,0.34004594597356125,0.3695173021962863,0.29043675183015244
239,239,pagerank_w_mean_0.00,1,1,0.22563635131567417,0.4153909744283547,0.3589726742559712
240,240,pagerank_w_mean_0.00,1,1,0.19883246248200914,0.4282398071104361,0.37292773040755484
241,241,pagerank_w_mean_0.00,1,0,0.22623038294015801,0.41279237576400957,0.36097724129583225
242,242,pagerank_w_mean_0.00,1,2,0.23339057014349096,0.43626288829107057,0.3303465415654385
243,243,pagerank_w_mean_0.00,1,0,0.19836281685417528,0.45374392719451084,0.3478932559513138
244,244,pagerank_w_mean_0.00,1,0,0.12420153590138219,0.4538228860309031,0.4219755780677148
245,245,pagerank_w_mean_0.00,0,0,0.43531634024475857,0.3321530892593,0.2325305704959415
246,246,pagerank_w_mean_0.00,1,0,0.2008989476365166,0.4230418669598301,0.37605918540365335
247,247,pagerank_w_mean_0.00,1,1,0.10146163042119037,0.4564916269744015,0.44204674260440807
248,248,pagerank_w_mean_0.00,1,0,0.24345254519247528,0.40080916205856537,0.3557382927489594
249,249,pagerank_w_mean_0.00,1,1,0.15815983063025338,0.43918972285961855,0.40265044651012794
250,250,pagerank_w_mean_0.00,1,1,0.13687142599788116,0.4757467853650633,0.3873817886370556
251,251,pagerank_w_mean_0.00,1,2,0.10725131688027914,0.4657242398244312,0.42702444329528966
252,252,pagerank_w_mean_0.00,1,0,0.26529757966652684,0.40652522360607024,0.3281771967274029
253,253,pagerank_w_mean_0.00,1,2,0.26517085962815423,0.4342527309313536,0.30057640944049213
254,254,pagerank_w_mean_0.00,1,2,0.21294970815148279,0.4294067106434648,0.3576435812050524
255,255,pagerank_w_mean_0.00,1,0,0.25012425962822127,0.41858789433635996,0.33128784603541866
256,256,pagerank_w_mean_0.00,1,1,0.11906906359415168,0.4617366915117207,0.4191942448941276
257,257,pagerank_w_mean_0.00,1,1,0.25220178303067264,0.42145269537980684,0.3263455215895204
258,258,pagerank_w_mean_0.00,1,1,0.21453795790131056,0.4247864598334382,0.36067558226525126
259,259,pagerank_w_mean_0.00,1,1,0.09454387986906405,0.4703328736196901,0.43512324651124573
260,260,pagerank_w_mean_0.00,1,0,0.13023304226989543,0.4620873367572727,0.4076796209728318
261,261,pagerank_w_mean_0.00,2,2,0.06791514843618929,0.46315087289338314,0.4689339786704276
262,262,pagerank_w_mean_0.00,1,1,0.25073953031438256,0.3765548786488688,0.3727055910367486
263,263,pagerank_w_mean_0.00,1,1,0.2536606112214376,0.4085480076322846,0.33779138114627777
264,264,pagerank_w_mean_0.00,1,2,0.12216619612880936,0.4588600843065276,0.41897371956466317
265,265,pagerank_w_mean_0.00,1,2,0.28884769618185985,0.4219218478920223,0.28923045592611774
266,266,pagerank_w_mean_0.00,1,1,0.19992676382064642,0.43681193416042763,0.363261302018926
267,267,pagerank_w_mean_0.00,1,0,0.14299506636115078,0.4543043250681499,0.4027006085706992
268,268,pagerank_w_mean_0.00,1,1,0.10146522851131858,0.4610169620961631,0.4375178093925184
269,269,pagerank_w_mean_0.00,1,0,0.18797902926136179,0.41919482642516126,0.3928261443134769
270,270,pagerank_w_mean_0.00,1,2,0.10652769332798967,0.4656395736177804,0.42783273305422975
271,271,pagerank_w_mean_0.00,1,2,0.1691821564983321,0.45823378238771934,0.3725840611139485
272,272,pagerank_w_mean_0.00,1,1,0.17033432623669775,0.4416655098426819,0.3880001639206204
273,273,pagerank_w_mean_0.00,1,1,0.2547491075097266,0.4074389637232808,0.3378119287669925
274,274,pagerank_w_mean_0.00,1,1,0.16362648726235948,0.45430458177383504,0.38206893096380545
275,275,pagerank_w_mean_0.00,1,2,0.13838313945314684,0.4442803030772115,0.4173365574696416
276,276,pagerank_w_mean_0.00,1,1,0.24403867328839507,0.42279907860069915,0.33316224811090567
277,277,pagerank_w_mean_0.00,1,1,0.31427318459145076,0.36393457403143986,0.32179224137710943
278,278,pagerank_w_mean_0.00,1,2,0.19515110338591554,0.4542190286363341,0.3506298679777504
279,279,pagerank_w_mean_0.00,1,0,0.13957538266149103,0.461923681196798,0.398500936141711
280,280,pagerank_w_mean_0.00,1,1,0.21784806782197533,0.42440605117223223,0.3577458810057925
281,281,pagerank_w_mean_0.00,1,2,0.2617780925428004,0.4199490005462636,0.31827290691093607
282,282,pagerank_w_mean_0.00,1,2,0.15841213161166093,0.43653263472238735,0.4050552336659517
283,283,pagerank_w_mean_0.00,1,1,0.15711067024943473,0.4507719163305527,0.3921174134200127
