,true_label,graph_id,method,binary_prediction,fold,probability_prediction_0,probability_prediction_1,probability_prediction_2
43,2,43,pagerank_w_mean_0.00,2,0,0.3057,0.1107,0.5836
44,0,44,pagerank_w_mean_0.00,0,0,0.604,0.1363,0.2597
45,0,45,pagerank_w_mean_0.00,2,0,0.4304,0.1166,0.453
46,2,46,pagerank_w_mean_0.00,2,0,0.241,0.1019,0.657
47,2,47,pagerank_w_mean_0.00,2,0,0.2939,0.1132,0.5929
48,0,48,pagerank_w_mean_0.00,0,0,0.5166,0.1228,0.3606
49,1,49,pagerank_w_mean_0.00,2,0,0.2345,0.0983,0.6671
50,2,50,pagerank_w_mean_0.00,2,0,0.1672,0.075,0.7577
51,2,51,pagerank_w_mean_0.00,2,0,0.2201,0.0942,0.6857
52,0,52,pagerank_w_mean_0.00,2,0,0.4164,0.1212,0.4623
53,1,53,pagerank_w_mean_0.00,2,0,0.224,0.1061,0.6699
54,2,54,pagerank_w_mean_0.00,2,0,0.315,0.1117,0.5733
55,1,55,pagerank_w_mean_0.00,0,0,0.5324,0.1341,0.3335
56,1,56,pagerank_w_mean_0.00,2,0,0.3432,0.1241,0.5327
57,0,57,pagerank_w_mean_0.00,2,0,0.3565,0.0971,0.5464
58,1,58,pagerank_w_mean_0.00,2,1,0.1926,0.0962,0.7112
59,2,59,pagerank_w_mean_0.00,2,0,0.3154,0.0985,0.5861
60,2,60,pagerank_w_mean_0.00,2,0,0.3333,0.1107,0.556
61,2,61,pagerank_w_mean_0.00,2,0,0.4451,0.109,0.4459
62,2,62,pagerank_w_mean_0.00,2,0,0.0961,0.0588,0.8451
63,2,63,pagerank_w_mean_0.00,2,0,0.3138,0.1089,0.5773
64,0,64,pagerank_w_mean_0.00,0,0,0.4673,0.1262,0.4065
65,2,65,pagerank_w_mean_0.00,2,0,0.1811,0.0904,0.7285
66,2,66,pagerank_w_mean_0.00,2,0,0.163,0.0813,0.7557
67,2,67,pagerank_w_mean_0.00,2,0,0.3789,0.1198,0.5013
68,2,68,pagerank_w_mean_0.00,2,0,0.2599,0.103,0.6371
69,2,69,pagerank_w_mean_0.00,2,0,0.2835,0.112,0.6045
70,0,70,pagerank_w_mean_0.00,2,0,0.4344,0.1254,0.4402
71,2,71,pagerank_w_mean_0.00,2,0,0.3089,0.1072,0.5839
72,2,72,pagerank_w_mean_0.00,2,0,0.2749,0.1055,0.6196
73,2,73,pagerank_w_mean_0.00,2,0,0.3275,0.1168,0.5557
74,1,74,pagerank_w_mean_0.00,0,1,0.4299,0.1474,0.4227
75,2,75,pagerank_w_mean_0.00,2,0,0.2187,0.1048,0.6765
76,2,76,pagerank_w_mean_0.00,2,1,0.2922,0.115,0.5928
77,2,77,pagerank_w_mean_0.00,2,1,0.2807,0.0977,0.6217
78,2,78,pagerank_w_mean_0.00,2,1,0.3962,0.1121,0.4917
79,0,79,pagerank_w_mean_0.00,0,0,0.6653,0.1242,0.2105
80,2,80,pagerank_w_mean_0.00,0,1,0.4987,0.1159,0.3854
81,2,81,pagerank_w_mean_0.00,2,1,0.3216,0.1213,0.5571
82,1,82,pagerank_w_mean_0.00,0,1,0.5154,0.1309,0.3538
83,1,83,pagerank_w_mean_0.00,2,1,0.2694,0.0953,0.6354
84,0,84,pagerank_w_mean_0.00,0,0,0.5074,0.1188,0.3738
85,1,85,pagerank_w_mean_0.00,2,1,0.4055,0.1164,0.4781
86,0,86,pagerank_w_mean_0.00,2,0,0.4099,0.1193,0.4708
87,0,87,pagerank_w_mean_0.00,2,0,0.4456,0.1067,0.4478
88,2,88,pagerank_w_mean_0.00,0,1,0.4892,0.1053,0.4055
89,0,89,pagerank_w_mean_0.00,0,0,0.4587,0.1012,0.4401
90,1,90,pagerank_w_mean_0.00,0,1,0.4767,0.15,0.3733
91,1,91,pagerank_w_mean_0.00,2,1,0.383,0.1397,0.4773
92,0,92,pagerank_w_mean_0.00,0,0,0.5022,0.1298,0.368
93,0,93,pagerank_w_mean_0.00,2,0,0.2959,0.1176,0.5865
94,2,94,pagerank_w_mean_0.00,2,1,0.2959,0.0997,0.6045
95,0,95,pagerank_w_mean_0.00,0,0,0.4965,0.1397,0.3638
96,2,96,pagerank_w_mean_0.00,2,1,0.2546,0.0962,0.6491
97,2,97,pagerank_w_mean_0.00,2,1,0.4173,0.0945,0.4882
98,2,98,pagerank_w_mean_0.00,2,1,0.2155,0.0879,0.6966
99,2,99,pagerank_w_mean_0.00,0,1,0.4473,0.1073,0.4455
100,0,100,pagerank_w_mean_0.00,0,0,0.6005,0.1085,0.291
101,0,101,pagerank_w_mean_0.00,0,0,0.6677,0.1074,0.2249
102,0,102,pagerank_w_mean_0.00,2,0,0.3097,0.1091,0.5812
103,2,103,pagerank_w_mean_0.00,2,1,0.0975,0.0618,0.8407
104,0,104,pagerank_w_mean_0.00,0,0,0.7166,0.112,0.1714
105,1,105,pagerank_w_mean_0.00,0,1,0.4657,0.131,0.4033
106,2,106,pagerank_w_mean_0.00,2,1,0.1894,0.0694,0.7412
107,2,107,pagerank_w_mean_0.00,2,1,0.3417,0.115,0.5433
108,2,108,pagerank_w_mean_0.00,0,1,0.4815,0.1179,0.4007
109,2,109,pagerank_w_mean_0.00,2,1,0.217,0.0949,0.6881
110,0,110,pagerank_w_mean_0.00,0,0,0.5093,0.1197,0.371
111,0,111,pagerank_w_mean_0.00,0,0,0.511,0.1171,0.3719
112,2,112,pagerank_w_mean_0.00,2,1,0.2591,0.0918,0.6491
113,2,113,pagerank_w_mean_0.00,2,1,0.2599,0.1193,0.6208
114,0,114,pagerank_w_mean_0.00,2,0,0.3762,0.1242,0.4996
115,2,115,pagerank_w_mean_0.00,2,1,0.3363,0.097,0.5666
116,0,116,pagerank_w_mean_0.00,2,0,0.3277,0.1068,0.5655
117,1,117,pagerank_w_mean_0.00,2,1,0.4221,0.1469,0.431
118,0,118,pagerank_w_mean_0.00,2,1,0.3901,0.1308,0.4791
119,0,119,pagerank_w_mean_0.00,0,1,0.4963,0.1281,0.3755
120,0,120,pagerank_w_mean_0.00,0,1,0.6183,0.1426,0.2391
121,0,121,pagerank_w_mean_0.00,2,1,0.3866,0.1143,0.4991
122,1,122,pagerank_w_mean_0.00,2,1,0.3252,0.1187,0.5561
123,2,123,pagerank_w_mean_0.00,2,1,0.3152,0.1239,0.5609
124,0,124,pagerank_w_mean_0.00,0,1,0.6747,0.1047,0.2206
125,0,125,pagerank_w_mean_0.00,0,1,0.7417,0.116,0.1422
126,0,126,pagerank_w_mean_0.00,0,1,0.5179,0.1197,0.3624
127,0,127,pagerank_w_mean_0.00,2,1,0.3469,0.1184,0.5347
128,1,128,pagerank_w_mean_0.00,2,2,0.1646,0.0996,0.7358
129,0,129,pagerank_w_mean_0.00,2,1,0.33,0.1061,0.5639
130,0,130,pagerank_w_mean_0.00,2,1,0.2341,0.0817,0.6842
131,2,131,pagerank_w_mean_0.00,2,1,0.385,0.1208,0.4942
132,0,132,pagerank_w_mean_0.00,2,1,0.4063,0.1235,0.4701
133,0,133,pagerank_w_mean_0.00,0,1,0.4802,0.1307,0.3892
134,1,134,pagerank_w_mean_0.00,0,2,0.5193,0.1232,0.3575
135,0,135,pagerank_w_mean_0.00,0,1,0.5844,0.1429,0.2728
136,0,136,pagerank_w_mean_0.00,0,1,0.5188,0.1303,0.3509
137,2,137,pagerank_w_mean_0.00,2,1,0.3615,0.1182,0.5203
138,2,138,pagerank_w_mean_0.00,2,1,0.3701,0.1353,0.4945
139,0,139,pagerank_w_mean_0.00,2,1,0.3326,0.1045,0.5629
140,0,140,pagerank_w_mean_0.00,0,1,0.5419,0.1263,0.3318
141,1,141,pagerank_w_mean_0.00,2,2,0.1595,0.0894,0.7511
142,2,142,pagerank_w_mean_0.00,2,1,0.4334,0.1135,0.4532
143,2,143,pagerank_w_mean_0.00,0,1,0.5402,0.1335,0.3263
144,1,144,pagerank_w_mean_0.00,2,2,0.3434,0.137,0.5196
145,2,145,pagerank_w_mean_0.00,2,1,0.3554,0.1199,0.5247
146,0,146,pagerank_w_mean_0.00,0,1,0.5039,0.1206,0.3755
147,0,147,pagerank_w_mean_0.00,2,1,0.4012,0.1139,0.4849
148,2,148,pagerank_w_mean_0.00,2,1,0.3727,0.1089,0.5184
149,2,149,pagerank_w_mean_0.00,2,1,0.2025,0.0875,0.71
150,1,150,pagerank_w_mean_0.00,0,2,0.5172,0.1314,0.3513
151,2,151,pagerank_w_mean_0.00,2,1,0.3478,0.117,0.5352
152,2,152,pagerank_w_mean_0.00,2,1,0.2012,0.0973,0.7015
153,0,153,pagerank_w_mean_0.00,0,1,0.6122,0.1156,0.2722
154,2,154,pagerank_w_mean_0.00,2,1,0.44,0.0973,0.4628
155,2,155,pagerank_w_mean_0.00,2,1,0.283,0.1069,0.6101
156,0,156,pagerank_w_mean_0.00,2,1,0.3749,0.1093,0.5158
157,0,157,pagerank_w_mean_0.00,0,1,0.484,0.1165,0.3996
158,0,158,pagerank_w_mean_0.00,0,1,0.6759,0.1158,0.2084
159,2,159,pagerank_w_mean_0.00,2,1,0.1462,0.0826,0.7712
160,0,160,pagerank_w_mean_0.00,2,1,0.4185,0.1137,0.4678
161,0,161,pagerank_w_mean_0.00,0,1,0.4575,0.1189,0.4236
162,2,162,pagerank_w_mean_0.00,2,1,0.4099,0.1286,0.4614
163,1,163,pagerank_w_mean_0.00,2,2,0.1993,0.1104,0.6902
164,0,164,pagerank_w_mean_0.00,2,1,0.3673,0.1211,0.5116
165,1,165,pagerank_w_mean_0.00,0,2,0.443,0.1438,0.4132
166,2,166,pagerank_w_mean_0.00,2,1,0.416,0.1162,0.4678
167,0,167,pagerank_w_mean_0.00,2,1,0.3694,0.102,0.5286
168,0,168,pagerank_w_mean_0.00,2,1,0.3312,0.113,0.5558
169,0,169,pagerank_w_mean_0.00,2,1,0.3877,0.1041,0.5082
170,2,170,pagerank_w_mean_0.00,2,1,0.3306,0.1059,0.5636
171,2,171,pagerank_w_mean_0.00,2,1,0.4007,0.1118,0.4875
172,0,172,pagerank_w_mean_0.00,2,1,0.4044,0.1215,0.4741
173,2,173,pagerank_w_mean_0.00,2,1,0.3773,0.1181,0.5047
174,2,174,pagerank_w_mean_0.00,2,1,0.3048,0.1122,0.583
175,0,175,pagerank_w_mean_0.00,2,1,0.3796,0.1263,0.4941
176,0,176,pagerank_w_mean_0.00,0,1,0.6012,0.1216,0.2772
177,0,177,pagerank_w_mean_0.00,0,1,0.4995,0.1162,0.3844
178,2,178,pagerank_w_mean_0.00,2,1,0.1461,0.0823,0.7717
179,0,179,pagerank_w_mean_0.00,2,1,0.3326,0.1047,0.5627
180,2,180,pagerank_w_mean_0.00,0,1,0.4925,0.123,0.3845
181,2,181,pagerank_w_mean_0.00,2,1,0.3051,0.1289,0.566
182,0,182,pagerank_w_mean_0.00,2,1,0.3,0.1114,0.5886
183,2,183,pagerank_w_mean_0.00,2,1,0.1911,0.0896,0.7193
184,1,184,pagerank_w_mean_0.00,2,2,0.2352,0.1058,0.659
185,2,185,pagerank_w_mean_0.00,2,1,0.3485,0.1125,0.539
186,2,186,pagerank_w_mean_0.00,2,1,0.3146,0.112,0.5734
187,2,187,pagerank_w_mean_0.00,2,2,0.4288,0.1136,0.4576
188,0,188,pagerank_w_mean_0.00,0,1,0.4811,0.1168,0.4021
189,2,189,pagerank_w_mean_0.00,2,2,0.306,0.1081,0.5859
190,1,190,pagerank_w_mean_0.00,0,2,0.7103,0.12,0.1697
191,0,191,pagerank_w_mean_0.00,2,2,0.287,0.1254,0.5875
192,2,192,pagerank_w_mean_0.00,2,2,0.2139,0.1069,0.6791
193,2,193,pagerank_w_mean_0.00,2,2,0.2797,0.1034,0.6168
194,0,194,pagerank_w_mean_0.00,2,2,0.3482,0.1134,0.5384
195,2,195,pagerank_w_mean_0.00,2,2,0.3318,0.1057,0.5625
196,2,196,pagerank_w_mean_0.00,2,2,0.1795,0.0869,0.7336
197,2,197,pagerank_w_mean_0.00,2,2,0.3757,0.1143,0.5101
198,0,198,pagerank_w_mean_0.00,2,2,0.3623,0.1249,0.5128
199,1,199,pagerank_w_mean_0.00,0,2,0.5561,0.1469,0.297
200,0,200,pagerank_w_mean_0.00,2,2,0.2482,0.0842,0.6676
201,2,201,pagerank_w_mean_0.00,0,2,0.4618,0.1379,0.4003
202,2,202,pagerank_w_mean_0.00,2,2,0.1277,0.0638,0.8085
203,2,203,pagerank_w_mean_0.00,2,2,0.3579,0.1272,0.515
204,0,204,pagerank_w_mean_0.00,2,2,0.2927,0.1117,0.5956
205,1,205,pagerank_w_mean_0.00,0,3,0.5715,0.1363,0.2922
206,0,206,pagerank_w_mean_0.00,2,2,0.3033,0.1067,0.59
207,1,207,pagerank_w_mean_0.00,2,3,0.3389,0.1108,0.5503
208,2,208,pagerank_w_mean_0.00,2,2,0.426,0.1296,0.4444
209,2,209,pagerank_w_mean_0.00,2,2,0.282,0.098,0.62
210,1,210,pagerank_w_mean_0.00,0,3,0.4545,0.1442,0.4013
211,0,211,pagerank_w_mean_0.00,2,2,0.33,0.1159,0.5541
212,2,212,pagerank_w_mean_0.00,2,2,0.2759,0.1041,0.6199
213,0,213,pagerank_w_mean_0.00,0,2,0.5129,0.1063,0.3808
214,0,214,pagerank_w_mean_0.00,0,2,0.4391,0.1295,0.4314
215,2,215,pagerank_w_mean_0.00,0,2,0.4483,0.1128,0.439
216,1,216,pagerank_w_mean_0.00,2,3,0.3133,0.1153,0.5714
217,0,217,pagerank_w_mean_0.00,2,2,0.342,0.1091,0.549
218,1,218,pagerank_w_mean_0.00,2,3,0.3881,0.1469,0.465
219,0,219,pagerank_w_mean_0.00,0,2,0.4869,0.1241,0.3891
220,1,220,pagerank_w_mean_0.00,2,3,0.3642,0.1204,0.5154
221,0,221,pagerank_w_mean_0.00,2,2,0.3471,0.1004,0.5525
222,0,222,pagerank_w_mean_0.00,0,2,0.4559,0.1087,0.4353
223,0,223,pagerank_w_mean_0.00,2,2,0.4221,0.1213,0.4566
224,2,224,pagerank_w_mean_0.00,2,2,0.1845,0.0922,0.7232
225,0,225,pagerank_w_mean_0.00,2,2,0.3893,0.1023,0.5084
226,2,226,pagerank_w_mean_0.00,2,2,0.2964,0.0916,0.6119
227,2,227,pagerank_w_mean_0.00,0,2,0.4563,0.1143,0.4294
228,2,228,pagerank_w_mean_0.00,2,2,0.3795,0.1187,0.5018
229,0,229,pagerank_w_mean_0.00,2,2,0.2362,0.0948,0.6691
230,2,230,pagerank_w_mean_0.00,0,2,0.6553,0.1089,0.2358
231,2,231,pagerank_w_mean_0.00,2,2,0.2732,0.1233,0.6034
232,0,232,pagerank_w_mean_0.00,2,2,0.3301,0.1208,0.5491
233,0,233,pagerank_w_mean_0.00,0,2,0.6318,0.1233,0.2449
234,2,234,pagerank_w_mean_0.00,2,2,0.2979,0.112,0.5901
235,0,235,pagerank_w_mean_0.00,2,2,0.4404,0.1093,0.4503
236,2,236,pagerank_w_mean_0.00,0,2,0.5724,0.1237,0.3039
237,0,237,pagerank_w_mean_0.00,2,2,0.2957,0.1057,0.5986
238,2,238,pagerank_w_mean_0.00,2,2,0.2319,0.1032,0.6649
239,0,239,pagerank_w_mean_0.00,2,2,0.3187,0.1138,0.5674
240,2,240,pagerank_w_mean_0.00,2,2,0.2949,0.1073,0.5977
241,2,241,pagerank_w_mean_0.00,0,2,0.4596,0.1057,0.4347
242,2,242,pagerank_w_mean_0.00,2,2,0.3733,0.1132,0.5135
243,2,243,pagerank_w_mean_0.00,2,2,0.2332,0.0948,0.6721
244,0,244,pagerank_w_mean_0.00,0,2,0.637,0.1116,0.2514
245,0,245,pagerank_w_mean_0.00,2,2,0.2733,0.0931,0.6336
246,0,246,pagerank_w_mean_0.00,2,2,0.2924,0.117,0.5906
247,1,247,pagerank_w_mean_0.00,2,3,0.4231,0.134,0.4429
248,2,248,pagerank_w_mean_0.00,2,2,0.2661,0.0986,0.6354
249,2,249,pagerank_w_mean_0.00,2,2,0.3463,0.1109,0.5428
250,2,250,pagerank_w_mean_0.00,2,2,0.2314,0.0897,0.6789
251,0,251,pagerank_w_mean_0.00,0,2,0.4878,0.1123,0.3999
252,2,252,pagerank_w_mean_0.00,2,2,0.3697,0.1111,0.5192
253,0,253,pagerank_w_mean_0.00,2,2,0.4325,0.117,0.4505
254,0,254,pagerank_w_mean_0.00,2,2,0.3966,0.1073,0.4962
255,0,255,pagerank_w_mean_0.00,2,2,0.4394,0.1173,0.4433
256,0,256,pagerank_w_mean_0.00,2,2,0.3029,0.1123,0.5848
257,2,257,pagerank_w_mean_0.00,2,2,0.3866,0.1145,0.4989
258,2,258,pagerank_w_mean_0.00,2,2,0.2329,0.0864,0.6807
259,2,259,pagerank_w_mean_0.00,2,2,0.3449,0.1164,0.5387
260,0,260,pagerank_w_mean_0.00,2,2,0.2977,0.1,0.6023
261,0,261,pagerank_w_mean_0.00,0,2,0.5584,0.1149,0.3267
262,1,262,pagerank_w_mean_0.00,2,3,0.3643,0.1437,0.492
263,2,263,pagerank_w_mean_0.00,2,2,0.1934,0.0886,0.7181
264,2,264,pagerank_w_mean_0.00,2,2,0.2336,0.0917,0.6748
265,2,265,pagerank_w_mean_0.00,2,2,0.2129,0.0915,0.6957
266,0,266,pagerank_w_mean_0.00,0,2,0.5036,0.1166,0.3798
267,1,267,pagerank_w_mean_0.00,2,3,0.3476,0.1226,0.5298
268,0,268,pagerank_w_mean_0.00,0,2,0.5906,0.1126,0.2968
269,2,269,pagerank_w_mean_0.00,2,2,0.2398,0.1219,0.6383
270,2,270,pagerank_w_mean_0.00,0,2,0.4642,0.1144,0.4214
271,2,271,pagerank_w_mean_0.00,2,2,0.2158,0.098,0.6861
272,0,272,pagerank_w_mean_0.00,2,2,0.3386,0.1031,0.5583
273,2,273,pagerank_w_mean_0.00,2,2,0.236,0.0996,0.6645
274,0,274,pagerank_w_mean_0.00,2,2,0.4077,0.1136,0.4786
275,0,275,pagerank_w_mean_0.00,2,3,0.3678,0.1066,0.5256
276,2,276,pagerank_w_mean_0.00,2,2,0.4367,0.1253,0.438
277,0,277,pagerank_w_mean_0.00,2,3,0.329,0.114,0.557
278,0,278,pagerank_w_mean_0.00,0,3,0.5274,0.1224,0.3503
279,0,279,pagerank_w_mean_0.00,2,3,0.3946,0.1023,0.5031
280,2,280,pagerank_w_mean_0.00,2,2,0.2755,0.0942,0.6303
281,2,281,pagerank_w_mean_0.00,2,2,0.2273,0.0941,0.6786
282,0,282,pagerank_w_mean_0.00,2,3,0.2064,0.0802,0.7134
283,2,283,pagerank_w_mean_0.00,2,2,0.1833,0.0869,0.7298
284,1,284,pagerank_w_mean_0.00,2,3,0.4073,0.1517,0.441
285,0,285,pagerank_w_mean_0.00,2,3,0.2935,0.1077,0.5988
286,0,286,pagerank_w_mean_0.00,2,3,0.4201,0.1349,0.4449
287,2,287,pagerank_w_mean_0.00,2,3,0.3113,0.1023,0.5864
288,2,288,pagerank_w_mean_0.00,2,3,0.1687,0.0835,0.7478
289,0,289,pagerank_w_mean_0.00,2,3,0.3439,0.1105,0.5456
290,2,290,pagerank_w_mean_0.00,2,3,0.3473,0.1194,0.5333
291,0,291,pagerank_w_mean_0.00,2,3,0.4351,0.1208,0.4441
292,2,292,pagerank_w_mean_0.00,2,3,0.318,0.1091,0.5729
293,2,293,pagerank_w_mean_0.00,2,3,0.4272,0.1135,0.4593
294,0,294,pagerank_w_mean_0.00,2,3,0.3822,0.1284,0.4894
295,2,295,pagerank_w_mean_0.00,0,3,0.4817,0.1269,0.3915
296,0,296,pagerank_w_mean_0.00,0,3,0.6991,0.1156,0.1853
297,0,297,pagerank_w_mean_0.00,0,3,0.4979,0.1314,0.3707
298,2,298,pagerank_w_mean_0.00,0,3,0.527,0.1264,0.3465
299,0,299,pagerank_w_mean_0.00,0,3,0.4524,0.1158,0.4319
300,2,300,pagerank_w_mean_0.00,2,3,0.398,0.1334,0.4687
301,0,301,pagerank_w_mean_0.00,0,3,0.4638,0.1246,0.4116
302,2,302,pagerank_w_mean_0.00,2,3,0.4012,0.1172,0.4816
303,2,303,pagerank_w_mean_0.00,0,3,0.4613,0.1245,0.4142
304,0,304,pagerank_w_mean_0.00,0,3,0.451,0.1226,0.4264
305,1,305,pagerank_w_mean_0.00,0,4,0.4114,0.1814,0.4073
306,2,306,pagerank_w_mean_0.00,2,3,0.3785,0.1206,0.5009
307,2,307,pagerank_w_mean_0.00,2,3,0.3934,0.1188,0.4878
308,1,308,pagerank_w_mean_0.00,2,4,0.1916,0.0879,0.7205
309,2,309,pagerank_w_mean_0.00,2,3,0.2764,0.0996,0.624
310,0,310,pagerank_w_mean_0.00,2,3,0.4168,0.1152,0.4679
311,0,311,pagerank_w_mean_0.00,2,3,0.1828,0.0771,0.7401
312,0,312,pagerank_w_mean_0.00,0,3,0.6157,0.1223,0.262
313,2,313,pagerank_w_mean_0.00,2,3,0.3268,0.1092,0.5641
314,0,314,pagerank_w_mean_0.00,0,3,0.5845,0.1418,0.2737
315,0,315,pagerank_w_mean_0.00,2,3,0.3414,0.1211,0.5375
316,2,316,pagerank_w_mean_0.00,2,3,0.1714,0.0788,0.7498
317,1,317,pagerank_w_mean_0.00,2,4,0.3141,0.1591,0.5268
318,0,318,pagerank_w_mean_0.00,0,3,0.4452,0.1141,0.4407
319,0,319,pagerank_w_mean_0.00,2,3,0.3397,0.1062,0.554
320,0,320,pagerank_w_mean_0.00,2,3,0.3291,0.1007,0.5702
321,0,321,pagerank_w_mean_0.00,0,3,0.7166,0.1241,0.1593
322,2,322,pagerank_w_mean_0.00,2,3,0.4045,0.1229,0.4726
323,2,323,pagerank_w_mean_0.00,2,3,0.381,0.1152,0.5037
324,0,324,pagerank_w_mean_0.00,0,3,0.5098,0.122,0.3682
325,2,325,pagerank_w_mean_0.00,2,3,0.3328,0.1069,0.5602
326,2,326,pagerank_w_mean_0.00,2,3,0.3566,0.1093,0.5341
327,0,327,pagerank_w_mean_0.00,2,3,0.1842,0.0859,0.7298
328,2,328,pagerank_w_mean_0.00,2,3,0.3285,0.1105,0.5609
329,2,329,pagerank_w_mean_0.00,2,3,0.2461,0.0916,0.6623
330,0,330,pagerank_w_mean_0.00,0,3,0.496,0.1131,0.3909
331,2,331,pagerank_w_mean_0.00,0,3,0.4422,0.1293,0.4284
332,2,332,pagerank_w_mean_0.00,2,3,0.326,0.104,0.57
333,2,333,pagerank_w_mean_0.00,2,3,0.3341,0.1109,0.555
334,0,334,pagerank_w_mean_0.00,2,3,0.3058,0.1028,0.5914
335,0,335,pagerank_w_mean_0.00,2,3,0.3994,0.1146,0.486
336,0,336,pagerank_w_mean_0.00,2,3,0.1914,0.0742,0.7343
337,0,337,pagerank_w_mean_0.00,0,3,0.5971,0.1278,0.2751
338,0,338,pagerank_w_mean_0.00,2,3,0.3159,0.1049,0.5791
339,0,339,pagerank_w_mean_0.00,2,3,0.4019,0.1145,0.4836
340,2,340,pagerank_w_mean_0.00,2,3,0.1961,0.0902,0.7136
341,0,341,pagerank_w_mean_0.00,2,3,0.4109,0.1231,0.4659
342,0,342,pagerank_w_mean_0.00,2,3,0.427,0.1238,0.4492
343,2,343,pagerank_w_mean_0.00,2,3,0.3286,0.1088,0.5626
344,0,344,pagerank_w_mean_0.00,0,4,0.4758,0.1076,0.4166
345,2,345,pagerank_w_mean_0.00,2,3,0.2497,0.0917,0.6587
346,2,346,pagerank_w_mean_0.00,2,3,0.2591,0.1041,0.6368
347,0,347,pagerank_w_mean_0.00,0,4,0.6513,0.1381,0.2106
348,0,348,pagerank_w_mean_0.00,0,4,0.4784,0.1202,0.4013
349,2,349,pagerank_w_mean_0.00,0,3,0.5052,0.1179,0.3769
350,0,350,pagerank_w_mean_0.00,2,4,0.4166,0.1108,0.4726
351,0,351,pagerank_w_mean_0.00,0,4,0.6947,0.1331,0.1722
352,2,352,pagerank_w_mean_0.00,2,3,0.2167,0.0951,0.6882
353,2,353,pagerank_w_mean_0.00,2,3,0.3909,0.1261,0.483
354,1,354,pagerank_w_mean_0.00,2,4,0.3464,0.1281,0.5255
355,2,355,pagerank_w_mean_0.00,2,3,0.1193,0.0691,0.8117
356,2,356,pagerank_w_mean_0.00,2,3,0.4087,0.1139,0.4774
357,2,357,pagerank_w_mean_0.00,2,3,0.1996,0.088,0.7125
358,2,358,pagerank_w_mean_0.00,2,3,0.3796,0.1095,0.5109
